Compound_Name,CAS_Number,OECD_442C_DPRA_Depletion_%,OECD_442C_Status,OECD_442D_ARE_Nrf2_Fold,OECD_442E_hCLAT_MFI,InVivo_LLNA_EC3_%
Compound_1983,CAS-105949-3,54.7,Positive (>6.38%),5.19,46.7,0.91
Compound_1984,CAS-105952-4,87.5,Positive (>6.38%),0.91,44.7,6.32
Compound_1985,CAS-105955-5,89.5,Positive (>6.38%),7.36,40.4,7.03
Compound_1986,CAS-105958-6,79.8,Positive (>6.38%),7.73,460.3,0.47
Compound_1987,CAS-105961-7,84.5,Positive (>6.38%),9.18,344.7,9.88
Compound_1988,CAS-105964-8,79.9,Positive (>6.38%),2.35,268.4,8.39
Compound_1989,CAS-105967-9,54.4,Positive (>6.38%),3.62,89.8,0.17
Compound_1990,CAS-105970-0,78.0,Positive (>6.38%),4.82,126.4,0.48
Compound_1991,CAS-105973-1,86.1,Positive (>6.38%),0.8,112.4,0.25
Compound_1992,CAS-105976-2,85.1,Positive (>6.38%),2.94,52.6,2.04
Compound_1993,CAS-105979-3,94.7,Positive (>6.38%),0.8,126.6,3.56
Compound_1994,CAS-105982-4,84.1,Positive (>6.38%),2.2,20.0,3.8
Compound_1995,CAS-105985-5,76.2,Positive (>6.38%),0.8,25.4,1.56
Compound_1996,CAS-105988-6,92.0,Positive (>6.38%),0.8,391.8,12.13
Compound_1997,CAS-105991-7,67.9,Positive (>6.38%),1.45,250.7,2.3
Compound_1998,CAS-105994-8,49.1,Positive (>6.38%),1.81,98.9,0.23
Compound_1999,CAS-105997-9,64.9,Positive (>6.38%),3.12,131.0,1.78
Compound_2000,CAS-106000-0,52.1,Positive (>6.38%),0.8,83.2,3.79
Compound_2001,CAS-106003-1,53.6,Positive (>6.38%),2.24,243.0,2.62
