Compound_Name_CAS,SMILES_Structure,DPRA_Depletion_%,KeratinoSens_EC150_uM,Docking_DeltaG_kcal,Bayesian_Probability_%,Regulatory_Classification
Benchmark_Compound_1143 (CAS 201143-3),O=CC=CC1=CC=CC=C1,67.6,969.8,-3.45,30.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1144 (CAS 201144-4),O=CC=CC1=CC=CC=C1,58.1,81.8,-4.93,7.5,Non-Sensitizer
Benchmark_Compound_1145 (CAS 201145-5),O=CC=CC1=CC=CC=C1,32.7,546.5,-7.93,74.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1146 (CAS 201146-6),O=CC=CC1=CC=CC=C1,84.7,1435.6,-6.29,63.8,Non-Sensitizer
Benchmark_Compound_1147 (CAS 201147-7),O=CC=CC1=CC=CC=C1,77.8,755.6,-4.49,59.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1148 (CAS 201148-8),O=CC=CC1=CC=CC=C1,66.0,654.8,-4.21,74.7,Non-Sensitizer
Benchmark_Compound_1149 (CAS 201149-9),O=CC=CC1=CC=CC=C1,82.3,692.0,-7.85,68.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1150 (CAS 201150-0),O=CC=CC1=CC=CC=C1,83.7,321.2,-8.5,24.4,Non-Sensitizer
Benchmark_Compound_1151 (CAS 201151-1),O=CC=CC1=CC=CC=C1,70.2,559.4,-4.58,38.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1152 (CAS 201152-2),O=CC=CC1=CC=CC=C1,81.1,561.0,-6.54,16.9,Non-Sensitizer
Benchmark_Compound_1153 (CAS 201153-3),O=CC=CC1=CC=CC=C1,69.3,88.0,-7.1,17.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1154 (CAS 201154-4),O=CC=CC1=CC=CC=C1,67.8,1153.7,-8.43,68.6,Non-Sensitizer
Benchmark_Compound_1155 (CAS 201155-5),O=CC=CC1=CC=CC=C1,62.6,630.6,-5.53,85.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1156 (CAS 201156-6),O=CC=CC1=CC=CC=C1,74.0,1235.0,-3.82,95.5,Non-Sensitizer
Benchmark_Compound_1157 (CAS 201157-7),O=CC=CC1=CC=CC=C1,23.5,1277.0,-3.23,64.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1158 (CAS 201158-8),O=CC=CC1=CC=CC=C1,84.9,325.9,-5.39,22.3,Non-Sensitizer
Benchmark_Compound_1159 (CAS 201159-9),O=CC=CC1=CC=CC=C1,84.1,989.5,-5.67,14.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1160 (CAS 201160-0),O=CC=CC1=CC=CC=C1,12.5,713.7,-8.03,81.4,Non-Sensitizer
Benchmark_Compound_1161 (CAS 201161-1),O=CC=CC1=CC=CC=C1,80.2,1321.4,-5.48,59.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1162 (CAS 201162-2),O=CC=CC1=CC=CC=C1,21.0,331.5,-6.41,63.1,Non-Sensitizer
Benchmark_Compound_1163 (CAS 201163-3),O=CC=CC1=CC=CC=C1,38.5,1019.9,-5.16,78.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1164 (CAS 201164-4),O=CC=CC1=CC=CC=C1,73.2,915.6,-6.36,71.1,Non-Sensitizer
Benchmark_Compound_1165 (CAS 201165-5),O=CC=CC1=CC=CC=C1,23.7,450.0,-7.18,83.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1166 (CAS 201166-6),O=CC=CC1=CC=CC=C1,79.5,213.5,-7.98,10.3,Non-Sensitizer
Benchmark_Compound_1167 (CAS 201167-7),O=CC=CC1=CC=CC=C1,80.7,980.9,-6.77,75.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1168 (CAS 201168-8),O=CC=CC1=CC=CC=C1,53.1,1110.5,-7.97,85.0,Non-Sensitizer
Benchmark_Compound_1169 (CAS 201169-9),O=CC=CC1=CC=CC=C1,10.5,480.3,-7.53,31.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1170 (CAS 201170-0),O=CC=CC1=CC=CC=C1,34.4,970.8,-3.07,65.2,Non-Sensitizer
Benchmark_Compound_1171 (CAS 201171-1),O=CC=CC1=CC=CC=C1,62.4,598.7,-6.06,34.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1172 (CAS 201172-2),O=CC=CC1=CC=CC=C1,93.4,1072.7,-5.57,95.0,Non-Sensitizer
Benchmark_Compound_1173 (CAS 201173-3),O=CC=CC1=CC=CC=C1,63.7,306.8,-3.7,8.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1174 (CAS 201174-4),O=CC=CC1=CC=CC=C1,32.1,1336.4,-3.02,59.5,Non-Sensitizer
Benchmark_Compound_1175 (CAS 201175-5),O=CC=CC1=CC=CC=C1,63.9,438.2,-5.3,20.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1176 (CAS 201176-6),O=CC=CC1=CC=CC=C1,55.9,558.0,-4.03,71.9,Non-Sensitizer
Benchmark_Compound_1177 (CAS 201177-7),O=CC=CC1=CC=CC=C1,76.3,96.6,-6.7,21.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1178 (CAS 201178-8),O=CC=CC1=CC=CC=C1,19.1,176.2,-6.82,27.1,Non-Sensitizer
Benchmark_Compound_1179 (CAS 201179-9),O=CC=CC1=CC=CC=C1,74.7,778.6,-6.29,51.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1180 (CAS 201180-0),O=CC=CC1=CC=CC=C1,56.0,408.7,-4.8,91.0,Non-Sensitizer
Benchmark_Compound_1181 (CAS 201181-1),O=CC=CC1=CC=CC=C1,91.9,1254.9,-4.75,24.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1182 (CAS 201182-2),O=CC=CC1=CC=CC=C1,39.1,31.9,-6.77,18.6,Non-Sensitizer
Benchmark_Compound_1183 (CAS 201183-3),O=CC=CC1=CC=CC=C1,63.8,574.9,-7.77,76.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1184 (CAS 201184-4),O=CC=CC1=CC=CC=C1,89.2,512.6,-5.02,52.1,Non-Sensitizer
Benchmark_Compound_1185 (CAS 201185-5),O=CC=CC1=CC=CC=C1,18.7,38.8,-7.79,90.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1186 (CAS 201186-6),O=CC=CC1=CC=CC=C1,89.7,195.3,-5.32,18.8,Non-Sensitizer
Benchmark_Compound_1187 (CAS 201187-7),O=CC=CC1=CC=CC=C1,68.5,626.3,-4.69,65.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1188 (CAS 201188-8),O=CC=CC1=CC=CC=C1,15.8,744.4,-4.65,26.9,Non-Sensitizer
Benchmark_Compound_1189 (CAS 201189-9),O=CC=CC1=CC=CC=C1,35.6,612.4,-4.36,19.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1190 (CAS 201190-0),O=CC=CC1=CC=CC=C1,70.2,801.1,-3.7,69.2,Non-Sensitizer
Benchmark_Compound_1191 (CAS 201191-1),O=CC=CC1=CC=CC=C1,15.7,896.7,-5.75,60.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1192 (CAS 201192-2),O=CC=CC1=CC=CC=C1,59.5,24.8,-4.48,76.0,Non-Sensitizer
Benchmark_Compound_1193 (CAS 201193-3),O=CC=CC1=CC=CC=C1,39.4,701.5,-5.09,34.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1194 (CAS 201194-4),O=CC=CC1=CC=CC=C1,62.8,1445.6,-7.47,47.1,Non-Sensitizer
Benchmark_Compound_1195 (CAS 201195-5),O=CC=CC1=CC=CC=C1,13.9,783.4,-8.36,43.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1196 (CAS 201196-6),O=CC=CC1=CC=CC=C1,84.1,1019.5,-6.94,97.5,Non-Sensitizer
Benchmark_Compound_1197 (CAS 201197-7),O=CC=CC1=CC=CC=C1,92.7,474.7,-6.06,32.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1198 (CAS 201198-8),O=CC=CC1=CC=CC=C1,92.4,1163.2,-5.11,32.7,Non-Sensitizer
Benchmark_Compound_1199 (CAS 201199-9),O=CC=CC1=CC=CC=C1,73.7,1161.7,-3.83,38.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1200 (CAS 201200-0),O=CC=CC1=CC=CC=C1,21.1,786.7,-7.42,58.1,Non-Sensitizer
Benchmark_Compound_1201 (CAS 201201-1),O=CC=CC1=CC=CC=C1,74.5,1464.3,-7.81,28.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1202 (CAS 201202-2),O=CC=CC1=CC=CC=C1,12.1,197.1,-3.2,91.0,Non-Sensitizer
Benchmark_Compound_1203 (CAS 201203-3),O=CC=CC1=CC=CC=C1,11.9,35.3,-7.91,30.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1204 (CAS 201204-4),O=CC=CC1=CC=CC=C1,37.5,1157.5,-5.87,89.2,Non-Sensitizer
Benchmark_Compound_1205 (CAS 201205-5),O=CC=CC1=CC=CC=C1,51.5,1212.7,-5.28,14.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1206 (CAS 201206-6),O=CC=CC1=CC=CC=C1,75.5,189.1,-5.52,66.7,Non-Sensitizer
Benchmark_Compound_1207 (CAS 201207-7),O=CC=CC1=CC=CC=C1,68.1,405.7,-8.03,90.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1208 (CAS 201208-8),O=CC=CC1=CC=CC=C1,47.9,36.2,-8.19,20.9,Non-Sensitizer
Benchmark_Compound_1209 (CAS 201209-9),O=CC=CC1=CC=CC=C1,33.3,447.0,-7.92,96.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1210 (CAS 201210-0),O=CC=CC1=CC=CC=C1,94.8,1162.0,-5.28,47.6,Non-Sensitizer
Benchmark_Compound_1211 (CAS 201211-1),O=CC=CC1=CC=CC=C1,46.2,781.8,-5.51,93.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1212 (CAS 201212-2),O=CC=CC1=CC=CC=C1,48.4,528.7,-7.21,68.6,Non-Sensitizer
Benchmark_Compound_1213 (CAS 201213-3),O=CC=CC1=CC=CC=C1,23.9,563.9,-4.99,33.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1214 (CAS 201214-4),O=CC=CC1=CC=CC=C1,77.6,12.0,-3.99,22.7,Non-Sensitizer
Benchmark_Compound_1215 (CAS 201215-5),O=CC=CC1=CC=CC=C1,69.0,456.7,-8.27,33.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1216 (CAS 201216-6),O=CC=CC1=CC=CC=C1,28.8,973.2,-5.76,13.7,Non-Sensitizer
Benchmark_Compound_1217 (CAS 201217-7),O=CC=CC1=CC=CC=C1,17.0,1461.5,-4.71,18.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1218 (CAS 201218-8),O=CC=CC1=CC=CC=C1,67.8,1272.1,-7.11,14.8,Non-Sensitizer
Benchmark_Compound_1219 (CAS 201219-9),O=CC=CC1=CC=CC=C1,65.6,45.2,-6.81,44.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1220 (CAS 201220-0),O=CC=CC1=CC=CC=C1,33.2,1348.9,-5.12,79.8,Non-Sensitizer
Benchmark_Compound_1221 (CAS 201221-1),O=CC=CC1=CC=CC=C1,90.8,1177.0,-3.56,18.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1222 (CAS 201222-2),O=CC=CC1=CC=CC=C1,22.8,1172.8,-4.05,17.3,Non-Sensitizer
Benchmark_Compound_1223 (CAS 201223-3),O=CC=CC1=CC=CC=C1,46.7,692.4,-5.29,65.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1224 (CAS 201224-4),O=CC=CC1=CC=CC=C1,90.2,603.0,-4.48,23.5,Non-Sensitizer
Benchmark_Compound_1225 (CAS 201225-5),O=CC=CC1=CC=CC=C1,45.7,461.3,-6.49,14.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1226 (CAS 201226-6),O=CC=CC1=CC=CC=C1,64.3,107.9,-4.97,20.7,Non-Sensitizer
Benchmark_Compound_1227 (CAS 201227-7),O=CC=CC1=CC=CC=C1,43.8,350.1,-5.94,91.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1228 (CAS 201228-8),O=CC=CC1=CC=CC=C1,33.3,377.4,-7.46,82.2,Non-Sensitizer
Benchmark_Compound_1229 (CAS 201229-9),O=CC=CC1=CC=CC=C1,93.6,731.3,-4.64,38.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1230 (CAS 201230-0),O=CC=CC1=CC=CC=C1,44.8,1123.7,-5.44,66.6,Non-Sensitizer
Benchmark_Compound_1231 (CAS 201231-1),O=CC=CC1=CC=CC=C1,86.0,716.0,-6.53,55.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1232 (CAS 201232-2),O=CC=CC1=CC=CC=C1,29.5,96.2,-3.49,68.6,Non-Sensitizer
Benchmark_Compound_1233 (CAS 201233-3),O=CC=CC1=CC=CC=C1,28.1,1437.1,-8.38,69.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1234 (CAS 201234-4),O=CC=CC1=CC=CC=C1,12.6,1414.7,-6.76,64.1,Non-Sensitizer
Benchmark_Compound_1235 (CAS 201235-5),O=CC=CC1=CC=CC=C1,65.4,1179.9,-8.19,30.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1236 (CAS 201236-6),O=CC=CC1=CC=CC=C1,41.3,1487.1,-4.28,8.7,Non-Sensitizer
Benchmark_Compound_1237 (CAS 201237-7),O=CC=CC1=CC=CC=C1,83.5,821.3,-4.64,47.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1238 (CAS 201238-8),O=CC=CC1=CC=CC=C1,50.2,1444.5,-6.68,88.8,Non-Sensitizer
Benchmark_Compound_1239 (CAS 201239-9),O=CC=CC1=CC=CC=C1,92.3,122.7,-4.78,58.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1240 (CAS 201240-0),O=CC=CC1=CC=CC=C1,25.8,554.9,-6.32,83.2,Non-Sensitizer
Benchmark_Compound_1241 (CAS 201241-1),O=CC=CC1=CC=CC=C1,83.8,345.8,-4.34,98.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1242 (CAS 201242-2),O=CC=CC1=CC=CC=C1,76.0,301.8,-6.0,20.4,Non-Sensitizer
Benchmark_Compound_1243 (CAS 201243-3),O=CC=CC1=CC=CC=C1,75.5,219.8,-6.23,70.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1244 (CAS 201244-4),O=CC=CC1=CC=CC=C1,81.8,937.4,-3.36,68.4,Non-Sensitizer
Benchmark_Compound_1245 (CAS 201245-5),O=CC=CC1=CC=CC=C1,74.7,1174.2,-7.12,97.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1246 (CAS 201246-6),O=CC=CC1=CC=CC=C1,63.2,871.7,-7.84,97.6,Non-Sensitizer
Benchmark_Compound_1247 (CAS 201247-7),O=CC=CC1=CC=CC=C1,21.2,229.0,-5.29,69.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1248 (CAS 201248-8),O=CC=CC1=CC=CC=C1,12.8,1218.6,-3.17,27.9,Non-Sensitizer
Benchmark_Compound_1249 (CAS 201249-9),O=CC=CC1=CC=CC=C1,88.3,957.6,-6.42,80.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1250 (CAS 201250-0),O=CC=CC1=CC=CC=C1,62.4,588.4,-8.16,15.1,Non-Sensitizer
Benchmark_Compound_1251 (CAS 201251-1),O=CC=CC1=CC=CC=C1,77.7,1014.5,-6.63,78.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1252 (CAS 201252-2),O=CC=CC1=CC=CC=C1,50.9,397.3,-5.72,90.6,Non-Sensitizer
Benchmark_Compound_1253 (CAS 201253-3),O=CC=CC1=CC=CC=C1,20.0,524.3,-7.61,41.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1254 (CAS 201254-4),O=CC=CC1=CC=CC=C1,20.6,1377.1,-4.88,64.3,Non-Sensitizer
Benchmark_Compound_1255 (CAS 201255-5),O=CC=CC1=CC=CC=C1,68.3,442.9,-3.01,45.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1256 (CAS 201256-6),O=CC=CC1=CC=CC=C1,46.6,710.3,-6.02,46.1,Non-Sensitizer
Benchmark_Compound_1257 (CAS 201257-7),O=CC=CC1=CC=CC=C1,27.0,1336.3,-6.55,34.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1258 (CAS 201258-8),O=CC=CC1=CC=CC=C1,51.8,1064.5,-6.3,76.6,Non-Sensitizer
Benchmark_Compound_1259 (CAS 201259-9),O=CC=CC1=CC=CC=C1,15.5,102.7,-7.87,93.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1260 (CAS 201260-0),O=CC=CC1=CC=CC=C1,59.5,229.5,-3.64,93.4,Non-Sensitizer
Benchmark_Compound_1261 (CAS 201261-1),O=CC=CC1=CC=CC=C1,32.9,21.7,-6.22,21.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1262 (CAS 201262-2),O=CC=CC1=CC=CC=C1,77.8,950.1,-6.37,87.2,Non-Sensitizer
Benchmark_Compound_1263 (CAS 201263-3),O=CC=CC1=CC=CC=C1,36.4,677.0,-4.87,74.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1264 (CAS 201264-4),O=CC=CC1=CC=CC=C1,48.7,210.1,-6.07,28.8,Non-Sensitizer
Benchmark_Compound_1265 (CAS 201265-5),O=CC=CC1=CC=CC=C1,11.0,1437.3,-4.93,11.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1266 (CAS 201266-6),O=CC=CC1=CC=CC=C1,16.2,799.2,-8.16,30.2,Non-Sensitizer
Benchmark_Compound_1267 (CAS 201267-7),O=CC=CC1=CC=CC=C1,43.4,370.4,-4.02,90.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1268 (CAS 201268-8),O=CC=CC1=CC=CC=C1,50.8,755.9,-3.33,64.5,Non-Sensitizer
Benchmark_Compound_1269 (CAS 201269-9),O=CC=CC1=CC=CC=C1,61.0,1022.6,-4.93,72.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1270 (CAS 201270-0),O=CC=CC1=CC=CC=C1,34.8,123.6,-3.25,29.2,Non-Sensitizer
Benchmark_Compound_1271 (CAS 201271-1),O=CC=CC1=CC=CC=C1,69.1,419.3,-7.67,72.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1272 (CAS 201272-2),O=CC=CC1=CC=CC=C1,83.1,1212.4,-5.87,7.6,Non-Sensitizer
Benchmark_Compound_1273 (CAS 201273-3),O=CC=CC1=CC=CC=C1,76.3,694.9,-5.19,40.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1274 (CAS 201274-4),O=CC=CC1=CC=CC=C1,13.4,824.4,-5.3,63.9,Non-Sensitizer
Benchmark_Compound_1275 (CAS 201275-5),O=CC=CC1=CC=CC=C1,50.8,654.9,-6.29,18.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1276 (CAS 201276-6),O=CC=CC1=CC=CC=C1,18.9,75.4,-6.64,82.4,Non-Sensitizer
Benchmark_Compound_1277 (CAS 201277-7),O=CC=CC1=CC=CC=C1,30.6,257.0,-7.8,27.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1278 (CAS 201278-8),O=CC=CC1=CC=CC=C1,93.9,673.9,-6.35,66.3,Non-Sensitizer
Benchmark_Compound_1279 (CAS 201279-9),O=CC=CC1=CC=CC=C1,22.1,321.7,-7.61,43.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1280 (CAS 201280-0),O=CC=CC1=CC=CC=C1,52.4,84.5,-4.46,61.0,Non-Sensitizer
Benchmark_Compound_1281 (CAS 201281-1),O=CC=CC1=CC=CC=C1,62.5,1267.0,-7.35,15.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1282 (CAS 201282-2),O=CC=CC1=CC=CC=C1,69.7,1472.0,-8.18,6.6,Non-Sensitizer
Benchmark_Compound_1283 (CAS 201283-3),O=CC=CC1=CC=CC=C1,57.6,1191.8,-5.46,90.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1284 (CAS 201284-4),O=CC=CC1=CC=CC=C1,10.8,1282.1,-5.23,30.3,Non-Sensitizer
Benchmark_Compound_1285 (CAS 201285-5),O=CC=CC1=CC=CC=C1,37.7,370.5,-3.7,82.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1286 (CAS 201286-6),O=CC=CC1=CC=CC=C1,54.0,1441.3,-5.33,98.9,Non-Sensitizer
Benchmark_Compound_1287 (CAS 201287-7),O=CC=CC1=CC=CC=C1,17.5,303.4,-6.6,24.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1288 (CAS 201288-8),O=CC=CC1=CC=CC=C1,39.8,1427.6,-4.08,29.9,Non-Sensitizer
Benchmark_Compound_1289 (CAS 201289-9),O=CC=CC1=CC=CC=C1,12.8,1492.3,-5.53,67.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1290 (CAS 201290-0),O=CC=CC1=CC=CC=C1,16.7,1070.5,-8.06,95.8,Non-Sensitizer
Benchmark_Compound_1291 (CAS 201291-1),O=CC=CC1=CC=CC=C1,43.7,1471.9,-5.39,91.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1292 (CAS 201292-2),O=CC=CC1=CC=CC=C1,21.3,858.6,-3.51,52.3,Non-Sensitizer
Benchmark_Compound_1293 (CAS 201293-3),O=CC=CC1=CC=CC=C1,58.2,396.7,-6.32,79.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1294 (CAS 201294-4),O=CC=CC1=CC=CC=C1,68.6,661.1,-6.87,17.8,Non-Sensitizer
Benchmark_Compound_1295 (CAS 201295-5),O=CC=CC1=CC=CC=C1,78.0,894.4,-7.71,96.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1296 (CAS 201296-6),O=CC=CC1=CC=CC=C1,27.0,118.9,-7.67,95.6,Non-Sensitizer
Benchmark_Compound_1297 (CAS 201297-7),O=CC=CC1=CC=CC=C1,24.2,937.3,-6.12,20.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1298 (CAS 201298-8),O=CC=CC1=CC=CC=C1,18.9,1472.0,-5.22,33.1,Non-Sensitizer
Benchmark_Compound_1299 (CAS 201299-9),O=CC=CC1=CC=CC=C1,64.1,293.3,-8.06,14.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1300 (CAS 201300-0),O=CC=CC1=CC=CC=C1,70.1,1191.0,-3.33,30.5,Non-Sensitizer
Benchmark_Compound_1301 (CAS 201301-1),O=CC=CC1=CC=CC=C1,12.7,1362.8,-4.35,81.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1302 (CAS 201302-2),O=CC=CC1=CC=CC=C1,89.6,1416.1,-5.27,40.6,Non-Sensitizer
Benchmark_Compound_1303 (CAS 201303-3),O=CC=CC1=CC=CC=C1,14.4,1440.6,-3.94,13.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1304 (CAS 201304-4),O=CC=CC1=CC=CC=C1,56.0,787.0,-8.06,37.2,Non-Sensitizer
Benchmark_Compound_1305 (CAS 201305-5),O=CC=CC1=CC=CC=C1,70.3,1466.2,-5.88,97.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1306 (CAS 201306-6),O=CC=CC1=CC=CC=C1,84.0,1138.4,-5.03,64.2,Non-Sensitizer
Benchmark_Compound_1307 (CAS 201307-7),O=CC=CC1=CC=CC=C1,70.7,250.9,-3.94,44.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1308 (CAS 201308-8),O=CC=CC1=CC=CC=C1,78.1,720.6,-4.19,20.7,Non-Sensitizer
Benchmark_Compound_1309 (CAS 201309-9),O=CC=CC1=CC=CC=C1,38.9,1080.3,-6.98,97.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1310 (CAS 201310-0),O=CC=CC1=CC=CC=C1,79.3,378.5,-3.33,82.2,Non-Sensitizer
Benchmark_Compound_1311 (CAS 201311-1),O=CC=CC1=CC=CC=C1,16.8,964.5,-7.82,31.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1312 (CAS 201312-2),O=CC=CC1=CC=CC=C1,86.1,1003.2,-3.69,11.6,Non-Sensitizer
Benchmark_Compound_1313 (CAS 201313-3),O=CC=CC1=CC=CC=C1,56.5,252.4,-3.16,10.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1314 (CAS 201314-4),O=CC=CC1=CC=CC=C1,79.5,852.0,-7.53,16.3,Non-Sensitizer
Benchmark_Compound_1315 (CAS 201315-5),O=CC=CC1=CC=CC=C1,48.4,1159.7,-4.53,59.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1316 (CAS 201316-6),O=CC=CC1=CC=CC=C1,64.7,753.4,-8.28,92.3,Non-Sensitizer
Benchmark_Compound_1317 (CAS 201317-7),O=CC=CC1=CC=CC=C1,54.7,28.0,-6.27,51.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1318 (CAS 201318-8),O=CC=CC1=CC=CC=C1,72.2,23.5,-5.66,84.2,Non-Sensitizer
Benchmark_Compound_1319 (CAS 201319-9),O=CC=CC1=CC=CC=C1,16.9,542.0,-5.31,46.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1320 (CAS 201320-0),O=CC=CC1=CC=CC=C1,15.1,1390.0,-3.35,71.6,Non-Sensitizer
Benchmark_Compound_1321 (CAS 201321-1),O=CC=CC1=CC=CC=C1,31.0,350.7,-4.8,73.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1322 (CAS 201322-2),O=CC=CC1=CC=CC=C1,23.6,955.2,-5.85,21.4,Non-Sensitizer
Benchmark_Compound_1323 (CAS 201323-3),O=CC=CC1=CC=CC=C1,84.1,340.9,-4.05,39.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1324 (CAS 201324-4),O=CC=CC1=CC=CC=C1,28.6,489.3,-3.27,64.9,Non-Sensitizer
Benchmark_Compound_1325 (CAS 201325-5),O=CC=CC1=CC=CC=C1,92.9,1273.6,-8.38,11.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1326 (CAS 201326-6),O=CC=CC1=CC=CC=C1,38.6,1096.0,-3.1,39.0,Non-Sensitizer
Benchmark_Compound_1327 (CAS 201327-7),O=CC=CC1=CC=CC=C1,25.5,152.1,-8.03,55.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1328 (CAS 201328-8),O=CC=CC1=CC=CC=C1,77.1,648.8,-4.02,98.6,Non-Sensitizer
Benchmark_Compound_1329 (CAS 201329-9),O=CC=CC1=CC=CC=C1,66.0,53.5,-6.96,49.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1330 (CAS 201330-0),O=CC=CC1=CC=CC=C1,52.3,726.5,-7.77,81.7,Non-Sensitizer
Benchmark_Compound_1331 (CAS 201331-1),O=CC=CC1=CC=CC=C1,57.2,997.0,-6.08,45.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1332 (CAS 201332-2),O=CC=CC1=CC=CC=C1,71.1,186.6,-4.96,79.9,Non-Sensitizer
Benchmark_Compound_1333 (CAS 201333-3),O=CC=CC1=CC=CC=C1,29.4,440.4,-6.4,61.0,Sensitizer (Cat. 1A/1B)
